,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
1571,1659,3:602119K,66769,20,028G,Ende,Georg Heinrich,georg heinrich ende,619,ctb,BeiträgerIn
1572,1659,3:011243Z,66871,20,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1573,1659,39:111702V,67003,26,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1574,1659,39:108656E,67023,17,028G,Happe,Volkmar,volkmar happe,814,ctb,BeiträgerIn
1575,1659,125:032690S,67145,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1576,1659,23:266753A,67201,28,028G,Erskein,Alexander,alexander erskein,421,ctb,BeiträgerIn
1577,1659,125:029483Z,67228,50,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1578,1658,3:743371T,67350,28,028G,Arnold,,arnold,885,ctb,BeiträgerIn k.
1579,1658,27:723805Y,67536,18,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1580,1658,7:714572F,67629,20,028G,Homburg,Ernst Christoph,ernst christoph homburg,499,ctb,BeiträgerIn
1581,1658,75:713794R,67634,46,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1582,1658,7:713766M,67636,47,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1583,1658,12:637294L,68396,33,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1584,1658,125:027809F,68553,23,028G,Ludovicus,Christianus,christianus ludovicus,372,ctb,BeiträgerIn
1585,1658,1:039202G,68703,33,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1586,1658,1:013915S,68790,22,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
1587,1658,125:016764U,68971,15,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1588,1658,125:016204C,68990,23,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1589,1658,125:015371B,70022,33,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1590,1658,125:015371B,70022,44,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1591,1658,125:015240U,70034,16,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1592,1658,12:180166A,70055,20,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1593,1658,125:014387Z,70071,26,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1594,1658,125:013264D,70128,16,028G,Klesch,Daniel,daniel klesch,864,ctb,BeiträgerIn
1595,1658,125:011505E,70208,22,028G,Hagen,Friedrich,friedrich hagen,757,ctb,BeiträgerIn
1596,1658,23:000453R,70322,28,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1597,1658,125:032746L,70408,44,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1598,1658,3:612758P,70803,22,028G,Caspar,Johann,johann caspar,878,ctb,BeiträgerIn
1599,1658,39:107217L,70863,47,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1600,1658,12:000275Q,70952,40,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1601,1658,3:310291U,71148,34,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1602,1658,39:140885F,71264,30,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1603,1658,39:109247P,71368,21,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1604,1658,23:278530R,71521,23,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1605,1658,125:031175L,71534,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1606,1658,23:264800S,71551,22,028G,Börstel,Christian Heinrich,christian heinrich börstel,407,ctb,BeiträgerIn
1607,1657,15:752018Q,71632,19,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1608,1657,2863:750167M,71642,36,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1609,1657,16:741908Z,71707,24,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1610,1657,23:738934R,71728,17,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
1611,1657,29:730193U,71811,22,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1612,1657,125:018850W,73152,20,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1613,1657,14:053543N,73168,30,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1614,1657,12:187807N,73354,17,028G,Müller,Peter,peter müller,850,ctb,BeiträgerIn
1615,1657,125:045244K,74237,17,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1616,1657,3:603239G,74300,23,028G,Arnold,,arnold,885,ctb,BeiträgerIn k.
1617,1657,39:114734T,74471,30,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1618,1657,39:110415D,74487,32,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1619,1657,23:301021P,74574,21,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1620,1657,125:032844A,74593,33,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
1621,1657,23:287542M,74602,27,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1622,1657,23:287542M,74602,32,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1623,1657,23:287542M,74602,35,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
1624,1656,2863:750168U,74738,23,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1625,1656,23:733363Y,74888,27,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1626,1656,8:731423U,74912,20,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1627,1656,28:728012L,74961,19,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1628,1656,27:723478V,75010,17,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1629,1656,28:720632W,75038,32,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1630,1656,28:717667F,75059,27,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1631,1656,75:705548H,75178,28,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1632,1656,14:694769N,75249,26,028G,Hübner,Christian,christian hübner,165,ctb,BeiträgerIn
1633,1656,547:680005K,75386,24,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1634,1656,1:674858X,75438,17,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1635,1656,75:657607C,75570,33,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1636,1656,32:639202V,75721,19,028G,Opitius,,opitius,200,ctb,BeiträgerIn
1637,1656,32:625674G,75841,20,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1638,1656,23:230407W,75956,23,028G,Mechovius,Joachim,joachim mechovius,483,ctb,BeiträgerIn
1639,1656,1:046975D,76015,23,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1640,1656,1:043694E,76018,27,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1641,1656,1:023910G,76083,25,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
1642,1656,125:016301L,76275,27,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1643,1656,125:013979M,76387,22,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1644,1656,39:138086B,76646,19,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1645,1656,1:089017G,76680,24,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1646,1656,39:148694D,77320,18,028G,Friesen,Heinrich,heinrich friesen,683,ctb,BeiträgerIn
1647,1656,39:109633Y,77410,20,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1648,1656,39:109633Y,77410,21,028G,Schröter,Wilhelm,wilhelm schröter,635,ctb,BeiträgerIn
1649,1656,39:104512A,77433,17,028G,Schönberg,Caspar Abraham,caspar abraham schönberg,858,ctb,BeiträgerIn
1650,1656,39:104512A,77433,19,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1651,1656,125:029988Q,77584,31,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1652,1655,16:742025V,77702,18,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1653,1655,547:734129M,77761,18,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1654,1655,75:706536R,78059,17,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1655,1655,75:678926L,78304,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1656,1655,75:677562E,78317,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1657,1655,23:659063N,78449,22,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1658,1655,23:657964L,78455,18,028G,Witzleben,Georg,georg witzleben,429,ctb,BeiträgerIn
1659,1655,1:041954M,79019,17,028G,W,G,g w,818,ctb,BeiträgerIn
1660,1655,1:040538C,79029,23,028G,Zehmen,Hans Bastian,hans bastian zehmen,784,ctb,BeiträgerIn
1661,1655,1:034440G,79056,22,028G,Mechovius,Joachim,joachim mechovius,483,ctb,BeiträgerIn
1662,1655,1:034104V,79057,32,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1663,1655,1:031374P,79071,30,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1664,1655,1:025039Y,79100,22,028G,Bünau,Rudolph,rudolph bünau,346,ctb,BeiträgerIn
1665,1655,1:025039Y,79100,22,028G,Bünau,Rudolph,rudolph bünau,830,ctb,BeiträgerIn
1666,1655,1:024819Z,79103,24,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
1667,1655,14:061184U,79221,22,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1668,1655,14:024253X,79261,19,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1669,1655,14:061341F,79541,18,028G,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,ctb,BeiträgerIn
1670,1655,1:089027P,79657,20,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1671,1655,1:089022A,79658,22,028G,Wende,Georg,georg wende,818,ctb,BeiträgerIn
1672,1655,125:025927A,79751,38,028G,Ernst,Johann,johann ernst,003,ctb,BeiträgerIn
1673,1655,125:025927A,79751,38,028G,Ernst,Johann,johann ernst,342,ctb,BeiträgerIn
1674,1655,125:025927A,79751,38,028G,Ernst,Johann,johann ernst,702,ctb,BeiträgerIn
1675,1655,125:025927A,79751,51,028G,Kuefstein,Georg Adam,georg adam kuefstein,540,ctb,BeiträgerIn
1676,1655,23:231106B,79775,22,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1677,1655,3:605931T,81120,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1678,1655,3:605931T,81120,25,028G,Birken,Sigmund,sigmund birken,681,ctb,BeiträgerIn
1679,1655,3:312428W,81170,22,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1680,1655,39:109001F,81361,19,028G,Bünau,Rudolph,rudolph bünau,346,ctb,BeiträgerIn
1681,1655,39:109001F,81361,19,028G,Bünau,Rudolph,rudolph bünau,830,ctb,BeiträgerIn
1682,1655,23:259110D,81550,16,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1683,1655,125:029629S,81553,18,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1684,1654,7:703272G,82008,17,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1685,1654,75:699833Z,82022,18,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1686,1654,75:687830Q,82118,31,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1687,1654,547:683506G,82162,26,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
1688,1654,23:676354Y,82239,32,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1689,1654,1:628777Y,82681,22,028G,Schumacher,Heinrich,heinrich schumacher,359,ctb,BeiträgerIn
1690,1654,125:027735Q,82780,43,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1691,1654,125:023347X,82986,22,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1692,1654,125:015590T,83189,29,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1693,1654,125:015590T,83189,32,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1694,1654,12:153623G,83303,21,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1695,1654,12:122649B,83370,31,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1696,1654,3:012898G,83404,23,028G,Kospoth,Wilhelm,wilhelm kospoth,728,ctb,BeiträgerIn
1697,1654,125:032741X,83455,41,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1698,1654,3:012917C,84001,25,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
1699,1654,39:101703Z,84320,32,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1700,1654,23:269717T,84403,28,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1701,1654,125:030259D,84421,21,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1702,1654,23:250066N,84467,25,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1703,1653,3086:753647P,84471,27,028G,Ernst,Johann,johann ernst,003,ctb,BeiträgerIn
1704,1653,3086:753647P,84471,27,028G,Ernst,Johann,johann ernst,342,ctb,BeiträgerIn
1705,1653,3086:753647P,84471,27,028G,Ernst,Johann,johann ernst,702,ctb,BeiträgerIn
1706,1653,15:729180A,84644,29,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1707,1653,75:706948K,84914,16,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1708,1653,75:690539Q,85061,34,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1709,1653,23:689615N,85068,24,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1710,1653,23:670028S,85242,19,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1711,1653,23:646209P,85434,26,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1712,1653,23:646209P,85434,31,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1713,1653,23:646209P,85434,34,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
1714,1653,547:633602R,85627,22,028G,Zehmen,Hans Bastian,hans bastian zehmen,784,ctb,BeiträgerIn
1715,1653,125:017829R,86105,26,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1716,1653,125:015453K,86171,52,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1717,1653,12:122587G,86313,26,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1718,1653,23:256663Y,86410,37,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1719,1653,14:011434M,86562,32,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn m.
1720,1653,1:024282K,87002,22,028G,Werder,Diederich,diederich werder,031,ctb,BeiträgerIn
1721,1653,1:024282K,87002,23,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
1722,1653,1:024282K,87002,24,028G,Micrander,Wilhelm,wilhelm micrander,488,ctb,BeiträgerIn
1723,1653,1:024282K,87002,27,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1724,1653,39:119934A,87167,20,028G,Kospoth,Friedrich,friedrich kospoth,055,ctb,BeiträgerIn
1725,1653,39:119934A,87167,20,028G,Kospoth,Friedrich,friedrich kospoth,709,ctb,BeiträgerIn
1726,1653,39:119934A,87167,21,028G,Kospoth,Wilhelm,wilhelm kospoth,728,ctb,BeiträgerIn
1727,1653,39:119934A,87167,23,028G,Drachenfels,Wilhelm Ernst,wilhelm ernst drachenfels,711,ctb,BeiträgerIn
1728,1653,39:119934A,87167,29,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1729,1653,39:112313S,87195,32,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn
1730,1653,125:032790X,87298,27,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1731,1652,3:735145Y,87565,20,028G,Schottel,Justus Georg,justus georg schottel,397,ctb,BeiträgerIn
1732,1652,15:735061A,87567,20,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
1733,1652,28:728205N,87627,20,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1734,1652,7:713337C,87817,22,028G,Schumacher,Heinrich,heinrich schumacher,359,ctb,BeiträgerIn
1735,1652,75:709724T,87872,15,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1736,1652,7:690085Q,88081,21,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1737,1652,547:659927R,88296,20,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
1738,1652,12:646055E,88389,20,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1739,1652,23:231274N,88733,19,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1740,1652,125:021864F,88910,22,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1741,1652,14:061282K,88980,19,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1742,1652,125:016097Y,89046,47,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1743,1652,23:259103V,89214,20,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1744,1652,23:262328E,89241,23,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1745,1652,1:014395R,89320,34,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1746,1652,23:316674B,89735,19,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
1747,1652,23:316674B,89735,20,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1748,1652,3:004333H,89832,19,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1749,1652,39:150901G,89848,31,028G,Drachenfels,Wilhelm Ernst,wilhelm ernst drachenfels,711,ctb,BeiträgerIn
1750,1652,39:113532N,89918,25,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1751,1652,39:109605U,89932,29,028G,Funcke,Christian,christian funcke,873,ctb,BeiträgerIn
1752,1652,39:109071B,89936,25,028G,Koseritz,Hans Georg,hans georg koseritz,434,ctb,BeiträgerIn
1753,1652,39:104646F,89961,19,028G,Bendeleben,Johann Georg,johann georg bendeleben,847,ctb,BeiträgerIn
1754,1652,23:290624S,90030,19,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1755,1652,23:257509D,90142,40,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1756,1651,15:750685M,90183,21,028G,Stein,Georg,georg stein,582,ctb,BeiträgerIn
1757,1651,75:689795V,90745,43,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1758,1651,7:685918K,90783,17,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
1759,1651,7:685918K,90783,20,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
1760,1696,23:658744R,91511,32,028G,H,G P,g p h,368,ctb,BeiträgerIn
1761,1696,23:241091V,91886,30,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1762,1651,23:642683Z,92084,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1763,1651,23:642683Z,92084,26,028G,Schottelius,Justus Georg,justus georg schottelius,397,ctb,BeiträgerIn
1764,1651,1:627651E,92255,17,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1765,1651,1:031168B,92466,23,028G,Ludovicus,Christianus,christianus ludovicus,372,ctb,BeiträgerIn
1766,1651,125:015083G,92700,42,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1767,1651,125:015083G,92700,73,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1768,1651,125:014696Q,92710,32,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1769,1651,12:130725H,92785,23,028G,Stubenberg,Johann Wilhelm,johann wilhelm stubenberg,500,ctb,BeiträgerIn
1770,1651,12:130725H,92785,24,028G,Glasenapp,Joachim,joachim glasenapp,451,ctb,BeiträgerIn
1771,1651,12:130725H,92785,26,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1772,1651,12:130725H,92785,28,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1773,1651,12:130725H,92785,29,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
1774,1651,12:130725H,92785,30,028G,Gueinz,Christian,christian gueinz,361,ctb,BeiträgerIn
1775,1651,12:130725H,92785,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1776,1651,12:130725H,92785,34,028G,Birken,Sigmund,sigmund birken,681,ctb,BeiträgerIn
1777,1651,12:127422W,92797,41,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1778,1651,23:251479T,92943,28,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1779,1651,23:321016B,93212,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1780,1651,125:035598L,93544,29,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1781,1651,125:035598L,93544,30,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1782,1651,125:033531K,93595,32,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1783,1651,125:033531K,93595,33,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1784,1650,7:713873A,94082,17,028G,Schumacher,Heinrich,heinrich schumacher,359,ctb,BeiträgerIn
1785,1650,7:684841R,94450,17,028G,Adolphus,Gustavus,gustavus adolphus,511,ctb,BeiträgerIn
1786,1650,75:680392M,94484,30,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1787,1650,32:670829T,94620,18,028G,Werder,Diederich,diederich werder,031,ctb,BeiträgerIn
1788,1650,32:670829T,94620,19,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
1789,1650,32:670829T,94620,20,028G,Micrander,Wilhelm,wilhelm micrander,488,ctb,BeiträgerIn
1790,1650,1:637697E,94981,24,028G,Opitz,Martin,martin opitz,200,ctb,BeiträgerIn
1791,1650,12:636318Q,95032,22,028G,Schallenberg,Christoph Dietrich,christoph dietrich schallenberg,581,ctb,BeiträgerIn
1792,1650,12:634594P,95046,18,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1793,1650,23:244255Y,95234,19,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1794,1650,125:027906P,95244,26,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1795,1650,125:027906P,95244,30,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1796,1650,125:027711W,95249,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1797,1650,23:000461G,95284,16,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1798,1650,125:010283W,95792,34,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1799,1650,125:008302Y,95922,49,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1800,1650,23:308242A,95960,21,028G,Glasenapp,Joachim,joachim glasenapp,451,ctb,BeiträgerIn
1801,1650,23:308392P,95978,21,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
1802,1650,12:106026U,96372,66,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1803,1650,3:003043U,96610,20,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1804,1650,39:111240D,96687,41,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1805,1650,125:035554D,96723,23,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
