normalized_year,genre,n,phase
1650,Chronik,1,phase 1
1650,Dissertationensammlung,1,phase 1
1650,Fürstenspiegel,1,phase 1
1650,Gebet,1,phase 1
1650,Kommentar,1,phase 1
1650,Schulprogramm,1,phase 1
1651,Brief,1,phase 2
1651,Chronik,1,phase 2
1651,Grammatik,1,phase 2
1651,Libretto,1,phase 2
1651,Lied,1,phase 2
1651,Liedersammlung,1,phase 2
1651,Mathematik,1,phase 2
1651,Physik,1,phase 2
1651,Predigtsammlung,1,phase 2
1651,Spiel,1,phase 2
1652,Altertumskunde,1,phase 2
1652,Anstandsliteratur,1,phase 2
1652,Anthologie,1,phase 2
1652,Drama,1,phase 2
1652,Emblembuch,1,phase 2
1652,Figurengedicht,1,phase 2
1652,Frauenliteratur,1,phase 2
1652,Gebet,1,phase 2
1652,Genealogie,1,phase 2
1652,Geographie,1,phase 2
1652,Kochbuch,1,phase 2
1652,Kommentar,1,phase 2
1652,Libretto,1,phase 2
1652,Liedersammlung,1,phase 2
1652,Regesten,1,phase 2
1652,Roman,1,phase 2
1652,Satire,1,phase 2
1652,Schulprogramm,1,phase 2
1652,Topographie,1,phase 2
1653,Bibel,1,phase 2
1653,Dissertationensammlung,1,phase 2
1653,Gebetbuch,1,phase 2
1653,Geldwesen,1,phase 2
1653,Gesetzessammlung,1,phase 2
1653,Grammatik,1,phase 2
1653,Jagdliteratur,1,phase 2
1653,Lied,1,phase 2
1653,Liedersammlung,1,phase 2
1653,Roman,1,phase 2
1653,Satire,1,phase 2
1653,Schäferdichtung,1,phase 2
1653,Sprachführer,1,phase 2
1654,Altertumskunde,1,phase 2
1654,Anthologie,1,phase 2
1654,Archäologie,1,phase 2
1654,Biographie,1,phase 2
1654,Dissertationensammlung,1,phase 2
1654,Figurengedicht,1,phase 2
1654,Frauenliteratur,1,phase 2
1654,Gebet,1,phase 2
1654,Landwirtschaft,1,phase 2
1654,Lexikon,1,phase 2
1654,Ordensliteratur,1,phase 2
1654,Pädagogik,1,phase 2
1654,Satire,1,phase 2
1654,Streitschrift,1,phase 2
1654,Wörterbuch,1,phase 2
1655,!00657257X!Libretto,1,phase 2
1655,Emblembuch,1,phase 2
1655,Festbeschreibung,1,phase 2
1655,Judaicum,1,phase 2
1655,Leichenpredigtsammlung,1,phase 2
1655,Lexikon,1,phase 2
1655,Mathematik,1,phase 2
1655,Pädagogik,1,phase 2
1655,Schulbuch,1,phase 2
1656,Anthologie,1,phase 2
1656,Briefsteller,1,phase 2
1656,Bücheranzeige,1,phase 2
1656,Chronik,1,phase 2
1656,Figurengedicht,1,phase 2
1656,Gebet,1,phase 2
1656,Genealogie,1,phase 2
1656,Gesangbuch,1,phase 2
1656,Kriegskunde,1,phase 2
1656,Lied,1,phase 2
1656,Pädagogik,1,phase 2
1656,Predigt,1,phase 2
1656,Predigtsammlung,1,phase 2
1656,Roman,1,phase 2
1656,Schäferdichtung,1,phase 2
1656,Spiel,1,phase 2
1656,Wörterbuch,1,phase 2
1657,Altertumskunde,1,phase 2
1657,Anthologie,1,phase 2
1657,Biographie,1,phase 2
1657,Edikt,1,phase 2
1657,Frauenliteratur,1,phase 2
1657,Geldwesen,1,phase 2
1657,Jagdliteratur,1,phase 2
1657,Medizin,1,phase 2
1657,Regesten,1,phase 2
1657,Vertrag,1,phase 2
1657,Zitatensammlung,1,phase 2
1658,Agende,1,phase 2
1658,Altertumskunde,1,phase 2
1658,Ars moriendi,1,phase 2
1658,Arzneibuch,1,phase 2
1658,Bibel,1,phase 2
1658,Briefsammlung,1,phase 2
1658,Dissertationensammlung,1,phase 2
1658,Enzyklopädie,1,phase 2
1658,Geldwesen,1,phase 2
1658,Jugendbuch,1,phase 2
1658,Lexikon,1,phase 2
1658,Pädagogik,1,phase 2
1658,Praktik,1,phase 2
1658,Predigt,1,phase 2
1658,Reisebericht,1,phase 2
1658,Roman,1,phase 2
1658,Schäferdichtung,1,phase 2
1658,Schulbuch,1,phase 2
1658,Wörterbuch,1,phase 2
1659,Anstandsliteratur,1,phase 2
1659,Astronomie,1,phase 2
1659,Briefsteller,1,phase 2
1659,Festbeschreibung,1,phase 2
1659,Frauenliteratur,1,phase 2
1659,Genealogie,1,phase 2
1659,Kochbuch,1,phase 2
1659,Lied,1,phase 2
1659,Predigtsammlung,1,phase 2
1659,Schulbuch,1,phase 2
1659,Urkundenbuch,1,phase 2
1659,Zoologie,1,phase 2
1660,Astrologie,1,phase 2
1660,Bibliothekskatalog,1,phase 2
1660,Biographie,1,phase 2
1660,Chronik,1,phase 2
1660,Dissertation,1,phase 2
1660,Festbeschreibung,1,phase 2
1660,Figurengedicht,1,phase 2
1660,Frauenliteratur,1,phase 2
1660,Gebet,1,phase 2
1660,Kirchenlied,1,phase 2
1660,Lied,1,phase 2
1660,Schäferdichtung,1,phase 2
1660,Verserzählung,1,phase 2
1660,Wörterbuch,1,phase 2
1661,Anstandsliteratur,1,phase 2
1661,Astronomie,1,phase 2
1661,Briefsammlung,1,phase 2
1661,Drama,1,phase 2
1661,Flugschrift,1,phase 2
1661,Genealogie,1,phase 2
1661,Kochbuch,1,phase 2
1661,Landwirtschaft,1,phase 2
1661,Poetik,1,phase 2
1661,Roman,1,phase 2
1661,Schäferdichtung,1,phase 2
1661,Schulbuch,1,phase 2
1661,Vertrag,1,phase 2
1662,Agende,1,phase 2
1662,Alchemie,1,phase 2
1662,Anstandsliteratur,1,phase 2
1662,Arzneibuch,1,phase 2
1662,Bibel,1,phase 2
1662,Biographie,1,phase 2
1662,Edikt,1,phase 2
1662,Figurengedicht,1,phase 2
1662,Gebet,1,phase 2
1662,Gesangbuch,1,phase 2
1662,Gesellschaftsschrift,1,phase 2
1662,Kochbuch,1,phase 2
1662,Leichenpredigtsammlung,1,phase 2
1662,Mathematik,1,phase 2
1662,Poetik,1,phase 2
1662,Schulbuch,1,phase 2
1662,Vorlesungsverzeichnis,1,phase 2
1662,Zitatensammlung,1,phase 2
1663,Altertumskunde,1,phase 2
1663,Biographie,1,phase 2
1663,Briefsammlung,1,phase 2
1663,Epik,1,phase 2
1663,Festbeschreibung,1,phase 2
1663,Gebetbuch,1,phase 2
1663,Geldwesen,1,phase 2
1663,Grammatik,1,phase 2
1663,Judaicum,1,phase 2
1663,Poetik,1,phase 2
1663,Satire,1,phase 2
1663,Spiel,1,phase 2
1663,Verserzählung,1,phase 2
1664,Altertumskunde,1,phase 2
1664,Astrologie,1,phase 2
1664,Briefsammlung,1,phase 2
1664,Chronik,1,phase 2
1664,Dissertationensammlung,1,phase 2
1664,Festbeschreibung,1,phase 2
1664,Gebetbuch,1,phase 2
1664,Geldwesen,1,phase 2
1664,Genealogie,1,phase 2
1664,Kommentar,1,phase 2
1664,Kriegskunde,1,phase 2
1664,Lexikon,1,phase 2
1664,Pädagogik,1,phase 2
1664,Predigt,1,phase 2
1664,Regesten,1,phase 2
1664,Rhetorik,1,phase 2
1664,Schulbuch,1,phase 2
1664,Wörterbuch,1,phase 2
1665,Alchemie,1,phase 2
1665,Anthologie,1,phase 2
1665,Ars moriendi,1,phase 2
1665,Astrologie,1,phase 2
1665,Bibel,1,phase 2
1665,Biographie,1,phase 2
1665,Briefsammlung,1,phase 2
1665,Figurengedicht,1,phase 2
1665,Frauenliteratur,1,phase 2
1665,Gesetzessammlung,1,phase 2
1665,Judaicum,1,phase 2
1665,Katechismus,1,phase 2
1665,Kommentar,1,phase 2
1665,Libretto,1,phase 2
1665,Predigt,1,phase 2
1665,Predigtsammlung,1,phase 2
1665,Schulbuch,1,phase 2
1665,Topographie,1,phase 2
1666,Festbeschreibung,1,phase 2
1666,Frauenliteratur,1,phase 2
1666,Gebetbuch,1,phase 2
1666,Liedersammlung,1,phase 2
1666,Medizin,1,phase 2
1666,Predigtsammlung,1,phase 2
1666,Rhetorik,1,phase 2
1666,Wörterbuch,1,phase 2
1667,Emblembuch,1,phase 2
1667,Frauenliteratur,1,phase 2
1667,Gebetbuch,1,phase 2
1667,Libretto,1,phase 2
1667,Lied,1,phase 2
1667,Poetik,1,phase 2
1667,Porträtwerk,1,phase 2
1667,Predigtsammlung,1,phase 2
1667,Schäferdichtung,1,phase 2
1667,Schulbuch,1,phase 2
1667,Sprachführer,1,phase 2
1668,Alchemie,1,phase 3
1668,Bibliographie,1,phase 3
1668,Fürstenspiegel,1,phase 3
1668,Gebet,1,phase 3
1668,Genealogie,1,phase 3
1668,Grammatik,1,phase 3
1668,Ordensliteratur,1,phase 3
1668,Poetik,1,phase 3
1668,Rhetorik,1,phase 3
1668,Vertrag,1,phase 3
1668,Wappenbuch,1,phase 3
1668,Wörterbuch,1,phase 3
1669,Anleitung,1,phase 3
1669,Arzneibuch,1,phase 3
1669,Bergbau,1,phase 3
1669,Bibliographie,1,phase 3
1669,Biographie,1,phase 3
1669,Brief,1,phase 3
1669,Drama,1,phase 3
1669,Emblembuch,1,phase 3
1669,Festbeschreibung,1,phase 3
1669,Gebet,1,phase 3
1669,Geographie,1,phase 3
1669,Gesangbuch,1,phase 3
1669,Grammatik,1,phase 3
1669,Kommentar,1,phase 3
1669,Leichenpredigtsammlung,1,phase 3
1669,Roman,1,phase 3
1669,Schäferdichtung,1,phase 3
1669,Sprachführer,1,phase 3
1669,Verserzählung,1,phase 3
1669,Zoologie,1,phase 3
1670,Altertumskunde,1,phase 3
1670,Bibel,1,phase 3
1670,Briefsammlung,1,phase 3
1670,Gesangbuch,1,phase 3
1670,Leichenpredigtsammlung,1,phase 3
1670,Liedersammlung,1,phase 3
1670,Ordensliteratur,1,phase 3
1670,Predigt,1,phase 3
1670,Predigtsammlung,1,phase 3
1670,Verserzählung,1,phase 3
1671,Anthologie,1,phase 3
1671,Brief,1,phase 3
1671,Briefsammlung,1,phase 3
1671,Drama,1,phase 3
1671,Festbeschreibung,1,phase 3
1671,Figurengedicht,1,phase 3
1671,Gebetbuch,1,phase 3
1671,Grammatik,1,phase 3
1671,Hausväterliteratur,1,phase 3
1671,Jagdliteratur,1,phase 3
1671,Leichenpredigtsammlung,1,phase 3
1671,Roman,1,phase 3
1671,Schäferdichtung,1,phase 3
1671,Zoologie,1,phase 3
1672,Altertumskunde,1,phase 3
1672,Biographie,1,phase 3
1672,Brief,1,phase 3
1672,Chronik,1,phase 3
1672,Dissertationensammlung,1,phase 3
1672,Festbeschreibung,1,phase 3
1672,Gebetbuch,1,phase 3
1672,Geldwesen,1,phase 3
1672,Gesangbuch,1,phase 3
1672,Gesellschaftsschrift,1,phase 3
1672,Leichenpredigtsammlung,1,phase 3
1672,Lexikon,1,phase 3
1672,Ordensliteratur,1,phase 3
1672,Pädagogik,1,phase 3
1672,Rede,1,phase 3
1672,Roman,1,phase 3
1672,Schäferdichtung,1,phase 3
1672,Streitschrift,1,phase 3
1672,Vertrag,1,phase 3
1672,Wörterbuch,1,phase 3
1673,Anthologie,1,phase 3
1673,Ars moriendi,1,phase 3
1673,Briefsammlung,1,phase 3
1673,Chronik,1,phase 3
1673,Gebetbuch,1,phase 3
1673,Gesangbuch,1,phase 3
1673,Kommentar,1,phase 3
1673,Kriegskunde,1,phase 3
1673,Pädagogik,1,phase 3
1673,Schreibmeisterbuch,1,phase 3
1673,Sprachführer,1,phase 3
1673,Topographie,1,phase 3
1674,Gebetbuch,1,phase 3
1674,Genealogie,1,phase 3
1674,Geometrie,1,phase 3
1674,Gesangbuch,1,phase 3
1674,Kirchenlied,1,phase 3
1674,Magnetismus,1,phase 3
1674,Physik,1,phase 3
1674,Satire,1,phase 3
1674,Spiel,1,phase 3
1674,Totentanz,1,phase 3
1675,Brief,1,phase 3
1675,Chronik,1,phase 3
1675,Emblembuch,1,phase 3
1675,Epik,1,phase 3
1675,Katechismus,1,phase 3
1675,Kommentar,1,phase 3
1675,Libretto,1,phase 3
1675,Lied,1,phase 3
1675,Schäferdichtung,1,phase 3
1675,Totentanz,1,phase 3
1676,Biographie,1,phase 3
1676,Dissertationensammlung,1,phase 3
1676,Festbeschreibung,1,phase 3
1676,Figurengedicht,1,phase 3
1676,Gebet,1,phase 3
1676,Geldwesen,1,phase 3
1676,Grammatik,1,phase 3
1676,Judaicum,1,phase 3
1676,Katechismus,1,phase 3
1676,Kommentar,1,phase 3
1676,Liedersammlung,1,phase 3
1676,Medizin,1,phase 3
1676,Reisebericht,1,phase 3
1676,Rhetorik,1,phase 3
1676,Satire,1,phase 3
1676,Schreibmeisterbuch,1,phase 3
1676,Schulbuch,1,phase 3
1676,Streitschrift,1,phase 3
1676,Wörterbuch,1,phase 3
1677,Anstandsliteratur,1,phase 3
1677,Brief,1,phase 3
1677,Briefsammlung,1,phase 3
1677,Dissertationensammlung,1,phase 3
1677,Drama,1,phase 3
1677,Epik,1,phase 3
1677,Fürstenspiegel,1,phase 3
1677,Gebet,1,phase 3
1677,Gebetbuch,1,phase 3
1677,Genealogie,1,phase 3
1677,Kochbuch,1,phase 3
1677,Libretto,1,phase 3
1677,Lied,1,phase 3
1677,Schäferdichtung,1,phase 3
1677,Streitschrift,1,phase 3
1678,Anthologie,1,phase 3
1678,Biographie,1,phase 3
1678,Fürstenspiegel,1,phase 3
1678,Genealogie,1,phase 3
1678,Jagdliteratur,1,phase 3
1678,Leichenpredigtsammlung,1,phase 3
1678,Reisebericht,1,phase 3
1678,Satire,1,phase 3
1679,Architektur,1,phase 3
1679,Astronomie,1,phase 3
1679,Genealogie,1,phase 3
1679,Grammatik,1,phase 3
1679,Kommentar,1,phase 3
1679,Libretto,1,phase 3
1679,Lied,1,phase 3
1679,Liedersammlung,1,phase 3
1679,Mathematik,1,phase 3
1679,Poetik,1,phase 3
1679,Rhetorik,1,phase 3
1679,Schreibmeisterbuch,1,phase 3
1680,Altertumskunde,1,phase 3
1680,Bibliographie,1,phase 3
1680,Briefsteller,1,phase 3
1680,Emblembuch,1,phase 3
1680,Figurengedicht,1,phase 3
1680,Gebetbuch,1,phase 3
1680,Jagdliteratur,1,phase 3
1680,Jugendbuch,1,phase 3
1680,Kommentar,1,phase 3
1680,Lexikon,1,phase 3
1680,Pädagogik,1,phase 3
1680,Roman,1,phase 3
1680,Schreibmeisterbuch,1,phase 3
1680,Streitschrift,1,phase 3
1680,Topographie,1,phase 3
1680,Vertrag,1,phase 3
1680,Wörterbuch,1,phase 3
1681,Chronik,1,phase 3
1681,Dissertationensammlung,1,phase 3
1681,Emblembuch,1,phase 3
1681,Katechismus,1,phase 3
1681,Kommentar,1,phase 3
1681,Kriegskunde,1,phase 3
1681,Medizin,1,phase 3
1681,Predigtsammlung,1,phase 3
1681,Regesten,1,phase 3
1681,Rhetorik,1,phase 3
1681,Schulbuch,1,phase 3
1681,Streitschrift,1,phase 3
1682,Astronomie,1,phase 3
1682,Botanik,1,phase 3
1682,Chemie,1,phase 3
1682,Dissertationensammlung,1,phase 3
1682,Kalender,1,phase 3
1682,Libretto,1,phase 3
1682,Pflanzenbuch,1,phase 3
1682,Predigtsammlung,1,phase 3
1682,Rhetorik,1,phase 3
1682,Streitschrift,1,phase 3
1682,Wörterbuch,1,phase 3
